uf_sigla,cod_regsaud,regiao_saude_pad,ano,mes,quantidade
CE,23009,9ª REGIAO RUSSAS,2022,05,181
PB,25001,1ª REGIAO MATA ATLANTICA,2022,05,1283
SC,42002,OESTE,2022,05,490
MG,31024,SETE LAGOAS,2022,05,136
MG,31058,UNAI,2022,05,156
MG,31031,ITAUNA,2022,05,100
PI,22009,VALE DO RIO GUARIBAS,2022,05,305
SP,35131,HORIZONTE VERDE,2022,05,379
CE,23011,11ª REGIAO SOBRAL,2022,05,606
SP,35034,CORACAO DO DRS III,2022,05,368
MT,51001,ALTO TAPAJOS,2022,05,122
MG,31065,ITAOBIM,2022,05,41
PR,41012,12ª RS UMUARAMA,2022,05,278
MG,31082,SAO GOTARDO,2022,05,103
AM,13003,RIO MADEIRA,2022,05,250
MA,21013,ROSARIO,2022,05,197
MG,31081,SANTA MARIA DO SUACUI,2022,05,22
SP,35172,CIRCUITO DA FE E VALE HISTORICO,2022,05,421
PA,15002,BAIXO AMAZONAS,2022,05,1085
SP,35143,RIO PARDO,2022,05,165
SP,35141,BAIXA MOGIANA,2022,05,337
TO,17007,CANTAO,2022,05,171
PE,26006,LIMOEIRO,2022,05,399
GO,52013,SAO PATRICIO I,2022,05,155
MG,31052,JANAUBA/MONTE AZUL,2022,05,284
MG,31023,JOAO MONLEVADE,2022,05,9
ES,32004,SUL,2022,05,400
MG,31053,JANUARIA,2022,05,137
BA,29014,JACOBINA,2022,05,114
MG,31016,BELO HORIZONTE/ NOVA LIMA/ CAETE,2022,05,1680
SP,35064,JAU,2022,05,344
MG,31004,LAVRAS,2022,05,157
PE,26005,GOIANA,2022,05,212
MG,31092,PASSOS,2022,05,205
PE,26007,OURICURI,2022,05,277
RN,24002,2ª REGIAO DE SAUDE - MOSSORO,2022,05,17
PE,26002,ARCOVERDE,2022,05,448
RN,24004,4ª REGIAO DE SAUDE - CAICO,2022,05,247
MA,21005,CAXIAS,2022,05,350
PR,41016,16ª RS APUCARANA,2022,05,400
SP,35153,JALES,2022,05,84
MG,31041,ALEM  PARAIBA,2022,05,52
PA,15001,ARAGUAIA,2022,05,587
CE,23005,5ª REGIAO CANINDE,2022,05,195
BA,29004,CAMACARI,2022,05,652
MT,51014,TELES PIRES,2022,05,728
RJ,33004,MEDIO PARAIBA,2022,05,778
TO,17002,BICO DO PAPAGAIO,2022,05,132
RS,43010,REGIAO 10,2022,05,1899
PE,26008,PALMARES,2022,05,385
RO,11001,VALE DO JAMARI,2022,05,300
MG,31020,GUANHAES,2022,05,18
AP,16003,AREA SUDOESTE,2022,05,135
MG,31017,BETIM,2022,05,663
PR,41002,2ª RS METROPOLITANA,2022,05,2119
MA,21004,BARRA DO CORDA,2022,05,305
PA,15008,METROPOLITANA III,2022,05,1043
SP,35111,ALTA PAULISTA,2022,05,132
CE,23007,7ª REGIAO ARACATI,2022,05,108
MG,31077,JOAO PINHEIRO,2022,05,81
GO,52011,PIRINEUS,2022,05,570
MG,31010,TRES CORACOES,2022,05,138
MG,31002,GUAXUPE,2022,05,52
MA,21006,CHAPADINHA,2022,05,364
MG,31037,IPATINGA,2022,05,442
RN,24007,7ª REGIAO DE SAUDE - METROPOLITANA,2022,05,1016
MT,51006,MEDIO ARAGUAIA,2022,05,127
SE,28002,ESTANCIA,2022,05,229
GO,52004,ENTORNO SUL,2022,05,993
SC,42013,SERRA CATARINENSE,2022,05,289
MT,51016,VALE DOS ARINOS,2022,05,72
CE,23010,10ª REGIAO LIMOEIRO DO NORTE,2022,05,228
MG,31068,PEDRA AZUL,2022,05,8
RN,24001,1ª REGIAO DE SAUDE - SAO JOSE DE MIPIBU,2022,05,131
MG,31027,TURMALINA/MINAS NOVAS/CAPELINHA,2022,05,77
BA,29007,GUANAMBI,2022,05,378
SC,42014,EXTREMO SUL CATARINENSE,2022,05,251
MT,51008,NOROESTE MATOGROSSENSE,2022,05,185
BA,29003,BRUMADO,2022,05,351
GO,52014,SERRA DA MESA,2022,05,109
BA,29024,SENHOR DO BONFIM,2022,05,282
CE,23006,6ª REGIAO ITAPIPOCA,2022,05,73
PB,25005,5ª REGIAO,2022,05,118
DF,53001,DISTRITO FEDERAL,2022,05,2134
PR,41005,5ª RS GUARAPUAVA,2022,05,532
RO,11002,CAFE,2022,05,209
RS,43029,REGIAO 29,2022,05,154
PI,22004,ENTRE RIOS,2022,05,1206
BA,29023,SEABRA,2022,05,171
PR,41014,14ª RS PARANAVAI,2022,05,260
RS,43001,REGIAO 01,2022,05,355
PI,22010,VALE DO SAMBITO,2022,05,89
AL,27003,3ª REGIAO DE SAUDE,2022,05,217
MG,31003,ITAJUBA,2022,05,191
SP,35154,FERNANDOPOLIS,2022,05,88
GO,52003,ENTORNO NORTE,2022,05,311
PA,15010,TAPAJOS,2022,05,353
MG,31083,BOCAIUVA,2022,05,80
PB,25004,4ª REGIAO,2022,05,59
MA,21007,CODO,2022,05,283
AL,27005,5ª REGIAO DE SAUDE,2022,05,216
ES,32005,CENTRAL NORTE,2022,05,701
SP,35132,AQUIFERO GUARANI,2022,05,650
MA,21003,BALSAS,2022,05,337
PE,26003,CARUARU,2022,05,1356
RS,43019,REGIAO 19,2022,05,99
SP,35174,VALE DO PARAIBA/REGIAO SERRANA,2022,05,686
RS,43006,REGIAO 06 - VALE DO PARANHANA E COSTA SERR,2022,05,202
MG,31032,PARA DE MINAS,2022,05,298
SE,28006,NOSSA SENHORA DO SOCORRO,2022,05,128
MG,31080,PECANHA/SAO JOAO EVANGELISTA,2022,05,19
SP,35155,SAO JOSE DO RIO PRETO,2022,05,687
SP,35115,PONTAL DO PARANAPANEMA,2022,05,47
RJ,33009,SERRANA,2022,05,559
PB,25002,2ª REGIAO,2022,05,296
BA,29009,ILHEUS,2022,05,87
RS,43012,REGIAO 12,2022,05,72
PB,25009,9ª REGIAO,2022,05,163
MG,31085,TAIOBEIRAS,2022,05,158
PR,41008,8ª RS FRANCISCO BELTRAO,2022,05,369
MA,21014,SANTA INES,2022,05,404
PR,41001,1ª RS PARANAGUA,2022,05,329
PI,22006,SERRA DA CAPIVARA,2022,05,31
BA,29018,PORTO SEGURO,2022,05,515
MG,31049,BRASILIA DE MINAS/SAO FRANCISCO,2022,05,217
RS,43027,REGIAO 27,2022,05,170
MT,51010,NORTE MATOGROSSENSE,2022,05,115
MG,31035,CORONEL FABRICIANO/TIMOTEO,2022,05,234
SC,42008,MEIO OESTE,2022,05,236
MG,31074,PATROCINIO / MONTE CARMELO,2022,05,108
MG,31072,UBERABA,2022,05,399
SP,35032,CENTRO OESTE DO DRS III,2022,05,136
PI,22005,PLANICIE LITORANEA,2022,05,106
PR,41020,20ª RS TOLEDO,2022,05,382
BA,29013,ITAPETINGA,2022,05,163
AL,27007,7ª REGIAO DE SAUDE,2022,05,718
MG,31091,CASSIA,2022,05,41
PB,25015,15ª REGIAO,2022,05,142
MG,31015,SAO JOAO DEL REI,2022,05,180
MG,31064,ARACUAI,2022,05,62
TO,17004,CERRADO TOCANTINS ARAGUAIA,2022,05,200
SC,42001,EXTREMO OESTE,2022,05,216
AC,12003,JURUA E TARAUACA/ENVIRA,2022,05,380
AL,27004,4ª REGIAO DE SAUDE,2022,05,64
CE,23003,3ª REGIAO MARACANAU,2022,05,591
MS,50001,CAMPO GRANDE,2022,05,1238
SP,35021,CENTRAL DO DRS II,2022,05,285
MG,31030,FORMIGA,2022,05,80
MG,31098,SALINAS,2022,05,73
RJ,33007,NOROESTE,2022,05,290
MS,50002,CORUMBA,2022,05,34
PE,26001,AFOGADOS DA INGAZEIRA,2022,05,188
BA,29026,TEIXEIRA DE FREITAS,2022,05,561
RS,43017,REGIAO 17,2022,05,328
SE,28004,LAGARTO,2022,05,230
SC,42012,PLANALTO NORTE,2022,05,407
RS,43018,REGIAO 18,2022,05,131
MG,31061,VICOSA,2022,05,5
RS,43013,REGIAO 13,2022,05,230
SP,35012,FRANCO DA ROCHA,2022,05,706
SC,42007,GRANDE FLORIANOPOLIS,2022,05,982
MG,31034,CARATINGA,2022,05,183
MG,31089,CAMPO BELO,2022,05,74
MA,21019,ZE DOCA,2022,05,123
CE,23014,14ª REGIAO TAUA,2022,05,37
PA,15013,MARAJO I,2022,05,289
SP,35112,ALTA SOROCABANA,2022,05,411
TO,17005,ILHA DO BANANAL,2022,05,218
PB,25014,14ª REGIAO,2022,05,151
PI,22007,TABULEIROS DO ALTO PARNAIBA,2022,05,52
PB,25013,13ª REGIAO,2022,05,12
MG,31047,SAO JOAO NEPOMUCENO / BICAS,2022,05,50
MG,31046,SANTOS DUMONT,2022,05,38
RS,43009,REGIAO 09,2022,05,130
PA,15014,MARAJO II,2022,05,495
BA,29008,IBOTIRAMA,2022,05,110
SP,35121,VALE DO RIBEIRA,2022,05,311
SC,42009,ALTO VALE DO RIO DO PEIXE,2022,05,372
SC,42004,ALTO VALE DO ITAJAI,2022,05,346
SP,35161,ITAPETININGA,2022,05,570
MG,31062,AGUAS FORMOSAS,2022,05,1
CE,23018,18ª REGIAO IGUATU,2022,05,257
MG,31099,TEOFILO OTONI / MALACACHETA,2022,05,5
CE,23012,12ª REGIAO ACARAU,2022,05,253
AP,16001,AREA CENTRAL,2022,05,752
PR,41021,21ª RS TELEMACO BORBA,2022,05,225
AM,13008,TRIANGULO,2022,05,258
RS,43005,REGIAO 05,2022,05,166
MG,31094,ALMENARA/JACINTO,2022,05,41
MG,31042,CARANGOLA,2022,05,168
RS,43025,REGIAO 25,2022,05,245
PB,25003,3ª REGIAO,2022,05,207
RO,11004,MADEIRA-MAMORE,2022,05,655
SP,35156,JOSE BONIFACIO,2022,05,101
SP,35023,CONSORCIOS DO DRS II,2022,05,270
PA,15012,XINGU,2022,05,551
MG,31060,PONTE NOVA,2022,05,8
SE,28003,ITABAIANA,2022,05,130
SC,42015,CARBONIFERA,2022,05,496
RS,43026,REGIAO 26,2022,05,162
SC,42010,ALTO URUGUAI CATARINENSE,2022,05,185
RJ,33008,NORTE,2022,05,849
MG,31021,ITABIRA,2022,05,12
SP,35051,NORTE - BARRETOS,2022,05,246
AL,27008,8ª REGIAO DE SAUDE,2022,05,24
RS,43030,REGIAO 30,2022,05,74
PB,25007,7ª REGIAO,2022,05,116
TO,17008,AMOR PERFEITO,2022,05,146
AM,13009,ALTO SOLIMOES,2022,05,506
MG,31007,POUSO ALEGRE,2022,05,387
BA,29025,SERRINHA,2022,05,545
ES,32002,METROPOLITANA,2022,05,2228
MG,31038,MANTENA,2022,05,16
GO,52002,CENTRO SUL,2022,05,849
CE,23021,21ª REGIAO JUAZEIRO DO NORTE,2022,05,530
PR,41022,22ª RS IVAIPORA,2022,05,131
SP,35061,VALE DO JURUMIRIM,2022,05,219
MA,21011,PINHEIRO,2022,05,414
GO,52001,CENTRAL,2022,05,1881
CE,23017,17ª REGIAO ICO,2022,05,125
MG,31055,PIRAPORA,2022,05,171
MG,31044,LEOPOLDINA / CATAGUASES,2022,05,128
PR,41011,11ª RS CAMPO MOURAO,2022,05,279
TO,17001,MEDIO NORTE ARAGUAIA,2022,05,439
MG,31048,UBA,2022,05,285
SP,35104,RIO CLARO,2022,05,271
MG,31019,CURVELO,2022,05,144
SP,35103,PIRACICABA,2022,05,658
AL,27001,1ª REGIAO DE SAUDE,2022,05,678
RN,24003,3ª REGIAO DE SAUDE - JOAO CAMARA,2022,05,185
SP,35083,ALTA MOGIANA,2022,05,33
PI,22003,COCAIS,2022,05,221
SP,35015,GRANDE ABC,2022,05,2349
SP,35171,ALTO VALE DO PARAIBA,2022,05,1166
PA,15003,CARAJAS,2022,05,1274
BA,29010,IRECE,2022,05,409
MG,31090,LIMA DUARTE,2022,05,55
MT,51012,SUDOESTE MATOGROSSENSE,2022,05,125
PA,15009,RIO CAETES,2022,05,549
PE,26009,PETROLINA,2022,05,610
MG,31006,POCOS DE CALDAS,2022,05,227
BA,29012,ITABUNA,2022,05,449
SP,35133,VALE DAS CACHOEIRAS,2022,05,133
AM,13006,REGIONAL PURUS,2022,05,186
MG,31057,PATOS DE MINAS,2022,05,268
MG,31070,ARAXA,2022,05,194
MG,31012,VARGINHA,2022,05,142
MG,31079,CONSELHEIRO LAFAIETE,2022,05,133
SP,35101,ARARAS,2022,05,384
PR,41003,3ª RS PONTA GROSSA,2022,05,702
MT,51005,GARCAS ARAGUAIA,2022,05,215
MS,50003,DOURADOS,2022,05,55
PR,41019,19ª RS JACAREZINHO,2022,05,158
PA,15004,LAGO DE TUCURUI,2022,05,500
RS,43011,REGIAO 11,2022,05,134
PA,15006,METROPOLITANA I,2022,05,2070
SP,35095,TUPA,2022,05,105
SP,35014,ROTA DOS BANDEIRANTES,2022,05,2232
MG,31088,OLIVEIRA/SANTO ANTONIO DO AMPARO,2022,05,75
MG,31025,VESPASIANO,2022,05,154
BA,29019,RIBEIRA DO POMBAL,2022,05,173
BA,29016,JUAZEIRO,2022,05,374
AP,16002,AREA NORTE,2022,05,87
MG,31009,SAO SEBASTIAO DO PARAISO,2022,05,120
CE,23001,1ª REGIAO FORTALEZA,2022,05,2860
MA,21018,VIANA,2022,05,273
BA,29017,PAULO AFONSO,2022,05,203
MG,31073,ITUIUTABA,2022,05,138
AM,13001,"MANAUS, ENTORNO E ALTO RIO NEGRO",2022,05,2876
BA,29020,SALVADOR,2022,05,3040
PB,25008,8ª REGIAO,2022,05,94
SP,35157,VOTUPORANGA,2022,05,166
RS,43015,REGIAO 15,2022,05,143
AC,12002,BAIXO ACRE E PURUS,2022,05,712
MG,31097,JUIZ DE FORA,2022,05,523
MG,31096,ITAMBACURI,2022,05,1
MG,31036,GOVERNADOR VALADARES,2022,05,250
SP,35102,LIMEIRA,2022,05,363
MG,31066,NANUQUE,2022,05,1
PE,26004,GARANHUNS,2022,05,523
BA,29005,CRUZ DAS ALMAS,2022,05,267
AM,13005,BAIXO AMAZONAS,2022,05,374
MG,31011,TRES PONTAS,2022,05,123
PR,41006,6ª RS UNIAO DA VITORIA,2022,05,177
MT,51009,NORTE ARAGUAIA KARAJA,2022,05,8
AM,13007,REGIONAL JURUA,2022,05,195
SP,35016,SAO PAULO,2022,05,9242
GO,52012,RIO VERMELHO,2022,05,189
PA,15007,METROPOLITANA II,2022,05,416
MA,21016,SAO LUIS,2022,05,1010
PE,26011,SALGUEIRO,2022,05,192
MG,31040,RESPLENDOR,2022,05,58
AM,13002,RIO NEGRO E SOLIMOES,2022,05,403
GO,52005,ESTRADA DE FERRO,2022,05,163
CE,23016,16ª REGIAO CAMOCIM,2022,05,194
GO,52006,NORDESTE I,2022,05,11
RJ,33006,METROPOLITANA II,2022,05,1550
PE,26012,SERRA TALHADA,2022,05,267
SP,35071,BRAGANCA,2022,05,524
SC,42008,MEIO OESTE,2022,04,236
ES,32002,METROPOLITANA,2022,04,2603
MG,31099,TEOFILO OTONI / MALACACHETA,2022,04,27
CE,23001,1ª REGIAO FORTALEZA,2022,04,2836
MG,31022,OURO PRETO,2022,04,217
MA,21016,SAO LUIS,2022,04,1024
PB,25010,10ª REGIAO,2022,04,69
MA,21019,ZE DOCA,2022,04,209
MA,21007,CODO,2022,04,256
MG,31053,JANUARIA,2022,04,138
MS,50003,DOURADOS,2022,04,879
SP,35014,ROTA DOS BANDEIRANTES,2022,04,2259
SC,42002,OESTE,2022,04,501
ES,32005,CENTRAL NORTE,2022,04,1029
MG,31002,GUAXUPE,2022,04,138
BA,29019,RIBEIRA DO POMBAL,2022,04,281
PR,41022,22ª RS IVAIPORA,2022,04,135
PA,15009,RIO CAETES,2022,04,587
MG,31046,SANTOS DUMONT,2022,04,37
MG,31048,UBA,2022,04,301
MG,31011,TRES PONTAS,2022,04,126
GO,52006,NORDESTE I,2022,04,65
AL,27002,2ª REGIAO DE SAUDE,2022,04,173
SC,42014,EXTREMO SUL CATARINENSE,2022,04,248
CE,23017,17ª REGIAO ICO,2022,04,141
AM,13007,REGIONAL JURUA,2022,04,180
RJ,33008,NORTE,2022,04,1000
SC,42011,NORDESTE,2022,04,896
AL,27004,4ª REGIAO DE SAUDE,2022,04,128
MG,31080,PECANHA/SAO JOAO EVANGELISTA,2022,04,56
GO,52011,PIRINEUS,2022,04,633
CE,23022,22ª REGIAO CASCAVEL,2022,04,367
MG,31097,JUIZ DE FORA,2022,04,526
SP,35151,CATANDUVA,2022,04,263
RS,43022,REGIAO 22,2022,04,185
AM,13002,RIO NEGRO E SOLIMOES,2022,04,420
RS,43013,REGIAO 13,2022,04,225
PI,22007,TABULEIROS DO ALTO PARNAIBA,2022,04,76
SP,35162,ITAPEVA,2022,04,308
PA,15012,XINGU,2022,04,523
SP,35094,OURINHOS,2022,04,260
AL,27008,8ª REGIAO DE SAUDE,2022,04,174
MG,31085,TAIOBEIRAS,2022,04,155
CE,23002,2ª REGIAO CAUCAIA,2022,04,714
MG,31059,MANHUACU,2022,04,462
MA,21006,CHAPADINHA,2022,04,396
CE,23010,10ª REGIAO LIMOEIRO DO NORTE,2022,04,218
GO,52010,OESTE II,2022,04,137
PB,25002,2ª REGIAO,2022,04,282
CE,23007,7ª REGIAO ARACATI,2022,04,122
AC,12002,BAIXO ACRE E PURUS,2022,04,712
RS,43012,REGIAO 12,2022,04,122
BA,29014,JACOBINA,2022,04,347
MA,21002,BACABAL,2022,04,282
RJ,33003,CENTRO-SUL,2022,04,290
PB,25016,16ª REGIAO,2022,04,615
BA,29018,PORTO SEGURO,2022,04,529
MG,31073,ITUIUTABA,2022,04,154
SP,35072,REGIAO METROPOLITANA DE CAMPINAS,2022,04,3117
MG,31049,BRASILIA DE MINAS/SAO FRANCISCO,2022,04,206
MG,31040,RESPLENDOR,2022,04,103
MG,31093,PIUMHI,2022,04,76
AL,27003,3ª REGIAO DE SAUDE,2022,04,254
RO,11003,CENTRAL,2022,04,473
SP,35023,CONSORCIOS DO DRS II,2022,04,245
SP,35073,JUNDIAI,2022,04,954
MG,31074,PATROCINIO / MONTE CARMELO,2022,04,157
AM,13003,RIO MADEIRA,2022,04,271
PI,22001,CARNAUBAIS,2022,04,163
SC,42003,XANXERE,2022,04,237
PB,25006,6ª REGIAO,2022,04,280
PR,41010,10ª RS CASCAVEL,2022,04,661
RS,43014,REGIAO 14,2022,04,200
MG,31064,ARACUAI,2022,04,50
MT,51014,TELES PIRES,2022,04,899
PB,25015,15ª REGIAO,2022,04,159
MG,31015,SAO JOAO DEL REI,2022,04,197
MT,51002,BAIXADA CUIABANA,2022,04,1386
SP,35153,JALES,2022,04,90
MG,31006,POCOS DE CALDAS,2022,04,195
MG,31090,LIMA DUARTE,2022,04,65
SP,35161,ITAPETININGA,2022,04,519
RN,24008,8ª REGIAO DE SAUDE - ACU,2022,04,4
MA,21017,TIMON,2022,04,321
SC,42006,MEDIO VALE DO ITAJAI,2022,04,912
RS,43015,REGIAO 15,2022,04,191
RR,14001,CENTRO NORTE,2022,04,900
SE,28007,PROPRIA,2022,04,161
SC,42009,ALTO VALE DO RIO DO PEIXE,2022,04,352
SP,35172,CIRCUITO DA FE E VALE HISTORICO,2022,04,457
CE,23015,15ª REGIAO CRATEUS,2022,04,307
SP,35011,ALTO DO TIETE,2022,04,3421
RN,24004,4ª REGIAO DE SAUDE - CAICO,2022,04,290
SP,35062,BAURU,2022,04,603
RS,43017,REGIAO 17,2022,04,381
GO,52016,SUDOESTE II,2022,04,280
MG,31032,PARA DE MINAS,2022,04,317
PR,41004,4ª RS IRATI,2022,04,177
PI,22004,ENTRE RIOS,2022,04,1344
MG,31016,BELO HORIZONTE/ NOVA LIMA/ CAETE,2022,04,2645
MA,21018,VIANA,2022,04,261
PA,15004,LAGO DE TUCURUI,2022,04,490
MA,21005,CAXIAS,2022,04,365
RJ,33006,METROPOLITANA II,2022,04,1697
MG,31092,PASSOS,2022,04,203
SE,28005,NOSSA SENHORA DA GLORIA,2022,04,227
MG,31091,CASSIA,2022,04,52
RS,43008,REGIAO 08,2022,04,776
SP,35051,NORTE - BARRETOS,2022,04,288
RO,11006,CONE SUL,2022,04,209
MG,31076,MANGA,2022,04,65
MG,31036,GOVERNADOR VALADARES,2022,04,431
PB,25014,14ª REGIAO,2022,04,185
SP,35133,VALE DAS CACHOEIRAS,2022,04,130
MG,31089,CAMPO BELO,2022,04,98
CE,23009,9ª REGIAO RUSSAS,2022,04,198
SP,35074,CIRCUITO DAS AGUAS,2022,04,128
MG,31030,FORMIGA,2022,04,89
SP,35157,VOTUPORANGA,2022,04,164
PE,26011,SALGUEIRO,2022,04,173
RS,43011,REGIAO 11,2022,04,190
CE,23021,21ª REGIAO JUAZEIRO DO NORTE,2022,04,558
RO,11001,VALE DO JAMARI,2022,04,282
MT,51006,MEDIO ARAGUAIA,2022,04,192
MT,51012,SUDOESTE MATOGROSSENSE,2022,04,163
MG,31071,FRUTAL / ITURAMA,2022,04,135
MG,31028,BOM DESPACHO,2022,04,89
RS,43024,REGIAO 24,2022,04,103
PI,22002,CHAPADA DAS MANGABEIRAS,2022,04,148
SP,35131,HORIZONTE VERDE,2022,04,420
MT,51011,OESTE MATOGROSSENSE,2022,04,117
SC,42001,EXTREMO OESTE,2022,04,261
MG,31075,UBERLANDIA / ARAGUARI,2022,04,958
PR,41007,7ª RS PATO BRANCO,2022,04,353
BA,29007,GUANAMBI,2022,04,434
PE,26004,GARANHUNS,2022,04,566
GO,52017,SUL,2022,04,236
RJ,33002,BAIXADA LITORANEA,2022,04,872
MG,31020,GUANHAES,2022,04,26
AM,13009,ALTO SOLIMOES,2022,04,549
RS,43020,REGIAO 20,2022,04,184
MG,31047,SAO JOAO NEPOMUCENO / BICAS,2022,04,62
SP,35061,VALE DO JURUMIRIM,2022,04,201
SC,42012,PLANALTO NORTE,2022,04,442
MG,31067,PADRE PARAISO,2022,04,19
GO,52013,SAO PATRICIO I,2022,04,164
BA,29015,JEQUIE,2022,04,504
SP,35115,PONTAL DO PARANAPANEMA,2022,04,73
PA,15014,MARAJO II,2022,04,497
RJ,33004,MEDIO PARAIBA,2022,04,871
SP,35032,CENTRO OESTE DO DRS III,2022,04,153
PR,41012,12ª RS UMUARAMA,2022,04,329
PR,41014,14ª RS PARANAVAI,2022,04,277
BA,29023,SEABRA,2022,04,221
RJ,33009,SERRANA,2022,04,839
SP,35065,LINS,2022,04,140
PR,41016,16ª RS APUCARANA,2022,04,375
PB,25012,12ª REGIAO,2022,04,213
RS,43003,REGIAO 03,2022,04,403
RS,43001,REGIAO 01,2022,04,395
MG,31026,DIAMANTINA,2022,04,121
RS,43029,REGIAO 29,2022,04,238
BA,29012,ITABUNA,2022,04,472
SC,42015,CARBONIFERA,2022,04,505
MG,31025,VESPASIANO,2022,04,288
BA,29028,VITORIA DA CONQUISTA,2022,04,792
MG,31081,SANTA MARIA DO SUACUI,2022,04,30
MA,21014,SANTA INES,2022,04,462
MG,31055,PIRAPORA,2022,04,165
RN,24003,3ª REGIAO DE SAUDE - JOAO CAMARA,2022,04,344
SP,35121,VALE DO RIBEIRA,2022,04,346
MG,31078,CONGONHAS,2022,04,112
PR,41001,1ª RS PARANAGUA,2022,04,356
MG,31052,JANAUBA/MONTE AZUL,2022,04,284
SP,35152,SANTA FE DO SUL,2022,04,58
SP,35154,FERNANDOPOLIS,2022,04,100
SC,42013,SERRA CATARINENSE,2022,04,314
SP,35155,SAO JOSE DO RIO PRETO,2022,04,778
CE,23018,18ª REGIAO IGUATU,2022,04,283
MG,31061,VICOSA,2022,04,5
PA,15003,CARAJAS,2022,04,1300
GO,52008,NORTE,2022,04,87
PA,15010,TAPAJOS,2022,04,406
SP,35022,LAGOS DO DRS II,2022,04,126
BA,29005,CRUZ DAS ALMAS,2022,04,222
AM,13001,"MANAUS, ENTORNO E ALTO RIO NEGRO",2022,04,3396
RS,43019,REGIAO 19,2022,04,100
MA,21012,PRESIDENTE DUTRA,2022,04,311
AL,27009,9ª REGIAO DE SAUDE,2022,04,308
PB,25013,13ª REGIAO,2022,04,61
AL,27005,5ª REGIAO DE SAUDE,2022,04,215
MG,31083,BOCAIUVA,2022,04,68
BA,29025,SERRINHA,2022,04,688
SP,35104,RIO CLARO,2022,04,253
AL,27010,10ª REGIAO DE SAUDE,2022,04,187
PE,26006,LIMOEIRO,2022,04,538
TO,17004,CERRADO TOCANTINS ARAGUAIA,2022,04,176
MG,31051,FRANCISCO SA,2022,04,61
PB,25011,11ª REGIAO,2022,04,66
RS,43028,REGIAO 28,2022,04,299
RN,24006,6ª REGIAO DE SAUDE - PAU DOS FERROS,2022,04,183
SP,35132,AQUIFERO GUARANI,2022,04,913
SP,35012,FRANCO DA ROCHA,2022,04,756
SP,35143,RIO PARDO,2022,04,171
BA,29011,ITABERABA,2022,04,257
PR,41013,13ª RS CIANORTE,2022,04,167
RN,24005,5ª REGIAO DE SAUDE - SANTA CRUZ,2022,04,164
PB,25007,7ª REGIAO,2022,04,146
RS,43010,REGIAO 10,2022,04,1997
SP,35015,GRANDE ABC,2022,04,2453
MA,21010,PEDREIRAS,2022,04,265
AL,27006,6ª REGIAO DE SAUDE,2022,04,257
MT,51015,VALE DO PEIXOTO,2022,04,158
GO,52012,RIO VERMELHO,2022,04,243
MG,31009,SAO SEBASTIAO DO PARAISO,2022,04,110
MT,51004,CENTRO NORTE,2022,04,125
PE,26005,GOIANA,2022,04,299
BA,29009,ILHEUS,2022,04,162
PB,25001,1ª REGIAO MATA ATLANTICA,2022,04,1473
CE,23012,12ª REGIAO ACARAU,2022,04,298
GO,52003,ENTORNO NORTE,2022,04,318
PE,26012,SERRA TALHADA,2022,04,307
RS,43018,REGIAO 18,2022,04,146
SP,35033,NORTE DO DRS III,2022,04,143
SP,35102,LIMEIRA,2022,04,326
PB,25005,5ª REGIAO,2022,04,128
MG,31041,ALEM  PARAIBA,2022,04,41
CE,23011,11ª REGIAO SOBRAL,2022,04,631
MG,31038,MANTENA,2022,04,62
PB,25003,3ª REGIAO,2022,04,210
PB,25008,8ª REGIAO,2022,04,108
SP,35031,CENTRAL DO DRS III,2022,04,340
MG,31004,LAVRAS,2022,04,185
MG,31044,LEOPOLDINA / CATAGUASES,2022,04,168
GO,52009,OESTE I,2022,04,116
MT,51016,VALE DOS ARINOS,2022,04,82
PR,41002,2ª RS METROPOLITANA,2022,04,3489
SP,35063,POLO CUESTA,2022,04,320
BA,29021,SANTA MARIA DA VITORIA,2022,04,286
PI,22008,VALE DO CANINDE,2022,04,29
MG,31013,BARBACENA,2022,04,200
MG,31021,ITABIRA,2022,04,53
CE,23014,14ª REGIAO TAUA,2022,04,141
AP,16002,AREA NORTE,2022,04,91
PA,15002,BAIXO AMAZONAS,2022,04,1324
AM,13008,TRIANGULO,2022,04,263
MG,31045,MURIAE,2022,04,167
MG,31050,CORACAO DE JESUS,2022,04,40
MG,31037,IPATINGA,2022,04,439
MT,51003,ARAGUAIA XINGU,2022,04,135
PR,41003,3ª RS PONTA GROSSA,2022,04,661
BA,29024,SENHOR DO BONFIM,2022,04,351
SP,35171,ALTO VALE DO PARAIBA,2022,04,1096
MG,31062,AGUAS FORMOSAS,2022,04,4
MG,31008,SAO LOURENCO,2022,04,231
SE,28004,LAGARTO,2022,04,281
RS,43005,REGIAO 05,2022,04,233
MT,51009,NORTE ARAGUAIA KARAJA,2022,04,38
RS,43027,REGIAO 27,2022,04,180
BA,29027,VALENCA,2022,04,287
TO,17003,SUDESTE,2022,04,90
PE,26001,AFOGADOS DA INGAZEIRA,2022,04,159
SE,28002,ESTANCIA,2022,04,292
RO,11005,ZONA DA MATA,2022,04,142
RS,43009,REGIAO 09,2022,04,268
SP,35113,ALTO CAPIVARI,2022,04,65
PE,26003,CARUARU,2022,04,1467
MA,21011,PINHEIRO,2022,04,401
PI,22005,PLANICIE LITORANEA,2022,04,195
BA,29013,ITAPETINGA,2022,04,195
PA,15013,MARAJO I,2022,04,332
