"","uf","ibge","municipio","cnes","estabelecimento","pop_vinc","bnf_pbf","perc_benef_pbf"
"230","AL","270180","CARNEIROS",373508,"UBS PROF MATILDES MARIA PEREIRA",899,461,0.51
"231","AL","270200","COITÉ DO NÓIA",2004429,"UNIDADE DE SAUDE DA FAMILIA DE ALAGOINHA COITE DO NOIA",2348,915,0.39
"232","AL","270210","COLÔNIA LEOPOLDINA",2719169,"UNIDADE BASICA DE SAUDE CENTRO",1789,460,0.26
"233","AL","270210","COLÔNIA LEOPOLDINA",6577326,"POSTO DE SAUDE JOSE ACIOLY MACIEL",1837,572,0.31
"234","AL","270230","CORURIPE",3032159,"USF CENTRO",4081,640,0.16
"235","AL","270235","CRAÍBAS",2003929,"POSTO DE SAUDE SANTO ANTONIO PSF CRAIBAS",2660,1402,0.53
"236","AL","270235","CRAÍBAS",7724071,"UNIDADE BASICA DE SAUDE EXPEDITO LUIZ DA SILVA",2237,1058,0.47
"237","AL","270235","CRAÍBAS",2004682,"POSTO DE SAUDE SAO CRISTOVAO",2387,970,0.41
"238","AL","270240","DELMIRO GOUVEIA",2009110,"UNIDADE BASICA DE SAUDE JARDIM CORDEIRO",5127,1699,0.33
"239","AL","270240","DELMIRO GOUVEIA",6576885,"UNIDADE BASICA DE SAUDE DESVIO",3922,1678,0.43
"240","AL","270240","DELMIRO GOUVEIA",9674217,"UBS MARIA APARECIDA LISBOA",6740,1603,0.24
"241","AL","270240","DELMIRO GOUVEIA",2816784,"UNIDADE BASICA DE SAUDE ALFREDIZIO LIMA",3769,784,0.21
"242","AL","270250","DOIS RIACHOS",6704905,"UNIDADE BASICA DE SAUDE JOSE CLARINDO",2533,1190,0.47
"243","AL","270260","FEIRA GRANDE",2719754,"UNIDADE DE SAUDE DA FAMILIA MASSAPE",3249,1360,0.42
"244","AL","270260","FEIRA GRANDE",5829615,"UNIDADE SAUDE DA FAMILIA URBANO II",3647,1377,0.38
"245","AL","270280","FLEXEIRAS",2010917,"2010917 USF 05 MARIA CAVALCANTE DE ALMEIDA",2851,1077,0.38
"246","AL","270300","IBATEGUARA",2722135,"UNIDADE DE SAUDE FAMILIA OSCAR ALVES DE ANDRADE",3448,1497,0.43
"247","AL","270310","IGACI",2007525,"UNIDADE DE SAUDE DA FAMILIA LAGOA DO FELIX",3102,1426,0.46
"248","AL","270310","IGACI",2011506,"UNIDADE DE SAUDE DA FAMILIA III",3025,1241,0.41
"249","AL","270310","IGACI",2011514,"UNIDADE DE SAUDE DA FAMILIA LAGOA DE CIMA",2756,1291,0.47
"250","AL","270310","IGACI",2008947,"UNIDDE SAUDE DA FAMILIA 01 ZONA URBANA II",2117,831,0.39
"251","AL","270330","INHAPI",2008548,"UBS GRAVATA",2694,1492,0.55
"252","AL","270375","JEQUIÁ DA PRAIA",2721619,"UBS DR CICERO JORGE",2535,1064,0.42
"253","AL","270380","JOAQUIM GOMES",2721295,"POSTO DE SAUDE SITIO CANTO",1584,636,0.4
"254","AL","270390","JUNDIÁ",2007614,"UNIDADE BASICA DE SAUDE PSF 01",2719,1078,0.4
"255","AL","270420","LIMOEIRO DE ANADIA",7791720,"UNIDADE DE SAUDE DA FAMILA CADOZ",1888,686,0.36
"256","AL","270420","LIMOEIRO DE ANADIA",2007355,"UNIDADE DE SAUDE DE TIMBO",1777,819,0.46
"257","AL","270430","MACEIÓ",6481132,"UNIDADE DE SAUDE DR JOAO MACARIO DE OMENA FILHO 7 DS",10245,1919,0.19
"258","AL","270430","MACEIÓ",2005670,"CENTRO DE SAUDE FELICIO NAPOLEAO 5 DS",20,6,0.3
"259","AL","270430","MACEIÓ",7130724,"CENTRO PSIQUIATRICO JUDICIARIO PEDRO MARINHO SURUAGY",88,9,0.1
"260","AL","270430","MACEIÓ",7130767,"PRESIDIO FEMININO SANTA LUZIA",207,71,0.34
"261","AL","270430","MACEIÓ",2005557,"CENTRO DE SAUDE TEREZA BARBOSA 7 DS",1992,422,0.21
"262","AL","270430","MACEIÓ",2009749,"UNIDADE DE SAUDE DA FAMILIA GUAXUMA 8 DS",3504,762,0.22
"263","AL","270430","MACEIÓ",2005697,"UNIDADE DE SAUDE DA FAMILIA GALBA NOVAES 7 DS",4645,769,0.17
"264","AL","270430","MACEIÓ",2009854,"CAIC VIRGEM DOS POBRES 2 DS",7771,2157,0.28
"265","AL","270440","MAJOR ISIDORO",2722526,"UNIDADE SAUDE DA FAMILIA DR JOAO ROCHA FILHO",2018,854,0.42
"266","AL","270440","MAJOR ISIDORO",2722518,"UNIDADE SAUDE DA FAMILIA DA BEZERRA",2671,1193,0.45
"267","AL","270450","MARAGOGI",6362540,"USF CARVAO",4440,1539,0.35
"268","AL","270470","MARECHAL DEODORO",2007894,"UNIDADE DE SAUDE DA FAMILIA TAPERAGUA",3245,885,0.27
"269","AL","270520","MESSIAS",6290809,"UBS DR MILTON HENIO NETTO DE GOUVEA",2980,1051,0.35
"270","AL","270530","MINADOR DO NEGRÃO",2719444,"CENTRO DE SAUDE D PEDRO I",2504,765,0.31
"271","AL","270530","MINADOR DO NEGRÃO",2722054,"UNIDADE DE SAUDE DA FAMILIA JIQUIRI",1997,858,0.43
"272","AL","270630","PALMEIRA DOS ÍNDIOS",2010720,"USF OASIS II",3798,855,0.23
"273","AL","270630","PALMEIRA DOS ÍNDIOS",2010933,"USF BONIFACIO",2838,1101,0.39
"274","AL","270630","PALMEIRA DOS ÍNDIOS",2010968,"USF SERRA DA BOA VISTA",1688,681,0.4
"275","AL","270630","PALMEIRA DOS ÍNDIOS",2010550,"USF BOA SORTE",2067,793,0.38
"276","AL","270642","PARICONHA",6594557,"UNIDADE BASICA DE SAUDE URBANA I",3736,1343,0.36
"277","AL","270644","PARIPUEIRA",128635,"PSF MARIA EDIGINAN MENDES NETO",2697,830,0.31
"278","AL","270650","PASSO DE CAMARAGIBE",2008327,"UNIDADE BASICA DE SAUDE JOSE CARLOS SOUZA SILVER",3569,1287,0.36
"279","AL","270670","PENEDO",2003619,"USF VILA MATIAS",3427,1041,0.3
"280","AL","270670","PENEDO",2003821,"USF ROSETE ANDRADE",3679,960,0.26
"281","AL","270690","PILAR",2007630,"ESF 09 MANGABEIRA",3080,1528,0.5
"282","AL","270690","PILAR",2011174,"USF CHA DO TANGIL",949,315,0.33
"283","AL","270690","PILAR",2011190,"USF JOAO FERREIRA DA SILVA",4552,1198,0.26
"284","AL","270710","PIRANHAS",2721678,"UBS DJALMA GONCALVES DOS ANJOS",2757,1180,0.43
"285","AL","270730","PORTO CALVO",6002862,"UBS ALECRIM",2531,840,0.33
"286","AL","270730","PORTO CALVO",6524915,"UBS VARADOURO I",3609,1352,0.37
"287","AL","270740","PORTO DE PEDRAS",2008696,"UNIDADE DE SAUDE DA FAMILIA JOSE FERREIRA DE MACEDO",2230,958,0.43
"288","AL","270770","RIO LARGO",2719614,"USF PROF JOAO FERREIRA DA ROCHA",1636,419,0.26
"289","AL","270790","SANTA LUZIA DO NORTE",982377,"UNIDADE BASICA DE SAUDE DARIO JOAO DE MENDONCA BERNARDES",1540,558,0.36
"290","AL","270800","SANTANA DO IPANEMA",2004046,"UNIDADE DE SAUDE DA FAMILIA DR ADELSON ISAAC DE MIRANDA",3439,1438,0.42
"291","AL","270800","SANTANA DO IPANEMA",2004070,"UNIDADE DE SAUDE DA FAMILIA CAMUXINGA DOS TEODOSIOS",2669,1418,0.53
"292","AL","270800","SANTANA DO IPANEMA",2004119,"UNIDADE DE SAUDE DA FAMILIA DE AREIAS",2626,1157,0.44
"293","AL","270840","SÃO JOSÉ DA TAPERA",2721473,"PSF POVOADO CABOCLO",1544,690,0.45
"294","AL","270840","SÃO JOSÉ DA TAPERA",7496052,"PSF XIV",2578,961,0.37
"295","AL","270840","SÃO JOSÉ DA TAPERA",2003392,"PSF POVOADO PILOES",2505,1259,0.5
"296","AL","270850","SÃO LUÍS DO QUITUNDE",2008912,"PSF SAO FRUTUOSO",1382,615,0.45
"297","AL","270860","SÃO MIGUEL DOS CAMPOS",2010208,"UNIDADE BASICA DE SAUDE ELISEU MARQUES",3451,976,0.28
"298","AL","270870","SÃO MIGUEL DOS MILAGRES",7063903,"UNIDADE DE SAUDE DA FAMILIA DO POVOADO RIACHO",1780,582,0.33
"299","AL","270880","SÃO SEBASTIÃO",2722488,"UNIDADE SAUDE DA FAMILIA CANA BRAVA",2791,1134,0.41
"300","AL","270890","SATUBA",2008181,"UNIDADE DE SAUDE DA FAMILIA RENASCER",5973,916,0.15
"301","AL","270890","SATUBA",3231011,"UNIDADE DE SAUDE DA FAMILIA II",2291,471,0.21
"302","AL","270890","SATUBA",2793946,"UNIDADE DE SAUDE DA FAMILIA I FRIDOLIM WINTERLLER",2125,609,0.29
"303","AL","270910","TAQUARANA",2009307,"USF MURICI",1952,915,0.47
"304","AL","270915","TEOTÔNIO VILELA",4020596,"USF 14 CELESTRINA MARIA DIAS",2923,1000,0.34
"305","AL","270915","TEOTÔNIO VILELA",7705298,"UNIDADE BASICA DE SAUDE 17",2473,1076,0.44
"306","AL","270920","TRAIPU",2721880,"USF OLHO DAGUA DA CERCA",2178,897,0.41
"307","AL","270930","UNIÃO DOS PALMARES",2004607,"CENTRO DE SAUDE DR JOSE DE ARAUJO LIMA",9161,2479,0.27
"308","AL","270010","ÁGUA BRANCA",2008572,"POSTO DE SAUDE TABULEIRO",2177,994,0.46
"309","AL","270030","ARAPIRACA",2005239,"II CENTRO DE SAUDE",7822,1116,0.14
"310","AL","270030","ARAPIRACA",2005077,"UBS CANGANDU",4508,1363,0.3
"311","AL","270030","ARAPIRACA",7157894,"UBS ARNON DE MELO",5097,1095,0.21
"312","AL","270040","ATALAIA",2008084,"UNIDADE SAUDE DA FAMILIA OURICURI",2488,1110,0.45
"313","AL","270040","ATALAIA",2008068,"UNIDADE SAUDE DA FAMILIA PORANGABA",2089,888,0.43
"314","AL","270040","ATALAIA",2008041,"UNIDADE SAUDE DA FAMILIA SANTO ANTONIO",2424,965,0.4
"315","AL","270050","BARRA DE SANTO ANTÔNIO",2004534,"CENTRO DE SAUDE SAO SEBASTIAO",2907,1298,0.45
"316","AL","270080","BELÉM",2008424,"CENTRO DE SAUDE DE BELEM",3761,1284,0.34
"317","AL","270100","BOCA DA MATA",2009536,"UBS MAJOR JOSE TENORIO",2418,651,0.27
"318","AL","270110","BRANQUINHA",2719649,"CENTRO DE SAUDE FRANCISCO JOSE DA SILVA",2187,813,0.37
"319","AL","270120","CACIMBINHAS",2004712,"UNIDADE DE SAUDE DA FAMILIA DO TEIXEIRA",1880,821,0.44
"320","AL","270135","CAMPESTRE",4020081,"CENTRO DE SAUDE DE CAMPESTRE ENG EDSON SANTOS",2021,816,0.4
"321","AL","270140","CAMPO ALEGRE",2721716,"UBS 06 JOSE FIRMINO DA SILVA",2202,835,0.38
"322","AL","270140","CAMPO ALEGRE",3016633,"UBS 09 OLIVAL TENORIO",1185,367,0.31
"323","AL","270140","CAMPO ALEGRE",2721759,"UBS 14 E 16 JOSE EGIDIO",5118,1335,0.26
"324","AL","270140","CAMPO ALEGRE",7698798,"UBS 15 LUANA KELLY DOS SANTOS",2470,898,0.36
"325","AL","270140","CAMPO ALEGRE",7951485,"USB 17 ROSALVO IVO DA SILVA",1955,722,0.37
"326","AL","270150","CAMPO GRANDE",6427731,"UNIDADE DE SAUDE DA FAMILIA CURRAL FALSO",2272,1272,0.56
"327","AL","270210","COLÔNIA LEOPOLDINA",6345425,"UNIDADE BASICA DE SAUDE JOSE ADAMOR",2701,974,0.36
"328","AL","270230","CORURIPE",6613039,"USF RUBEM WANDERLEY",5041,1105,0.22
"329","AL","270230","CORURIPE",3508293,"USF JOAO CLEMENTINO J DE MELO",3869,1119,0.29
"330","AL","270240","DELMIRO GOUVEIA",6645453,"UNIDADE BASICA DE SAUDE MARIA EUGENIA M TELES",2114,1075,0.51
"331","AL","270250","DOIS RIACHOS",2004372,"CENTRO DE SAUDE SANTA LUCIA",3269,1118,0.34
"332","AL","270250","DOIS RIACHOS",2004364,"UNIDADE DE SAUDE DA FAMILIA PAI MANE",1960,845,0.43
"333","AL","270260","FEIRA GRANDE",7596634,"UNIDADE BASICA DE SAUDE DE TABOCAL",1956,967,0.49
"334","AL","270280","FLEXEIRAS",2010879,"2010879 USF 01 C S DOLORES JATOBA",1932,737,0.38
"335","AL","270280","FLEXEIRAS",2010895,"2010895 USF 03 DR ARNALDO CAVALCANTE MAGALHAES",2577,1036,0.4
"336","AL","270290","GIRAU DO PONCIANO",2720590,"UNIDADE DE SAUDE DA FAMILIA ALGODAO",2359,1142,0.48
"337","AL","270300","IBATEGUARA",2721902,"UNIDADE DE SAUDE DA FAMILIA ANTONIO GRACIETE DE FARIAS",2816,1352,0.48
"338","AL","270310","IGACI",2007576,"UNIDADE DE SAUDE DA FAMILIA DIONIZIO",1814,910,0.5
"339","AL","270330","INHAPI",2007606,"CENTRO DE SAUDE DRDENISSON DE MENEZES",6485,2750,0.42
"340","AL","270350","JACUÍPE",2871513,"USF JOSEFA MARIA LIMA ESF 02",2478,884,0.36
"341","AL","270360","JAPARATINGA",2009552,"CENTRO DE SAUDE NOEMIA VASCONCELOS",1057,453,0.43
"342","AL","270370","JARAMATAIA",2719916,"CENTRO DESAUDE JOSEFA BARBOSA CESAR",2933,957,0.33
"343","AL","270375","JEQUIÁ DA PRAIA",7617844,"UBS MARIA NICEIAS DA CONCEICAO MARIA TEMOTEO",2122,1091,0.51
"344","AL","270420","LIMOEIRO DE ANADIA",7775385,"UNIDADE DE SAUDE DA FAMILIA MARIA FRANCISCA DAS DORES",1483,645,0.43
"345","AL","270430","MACEIÓ",9284788,"PENITENCIARIA DE SEGURANCA MAXIMA",28,5,0.18
"346","AL","270430","MACEIÓ",2005530,"CENTRO DE SAUDE DR HAMILTON FALCAO 6 DS",3596,988,0.27
"347","AL","270430","MACEIÓ",2005786,"UNIDADE DE SAUDE DA FAMILIA ROSANE COLLOR 7 DS",13215,3702,0.28
"348","AL","270430","MACEIÓ",2009684,"UNIDADE BASICA DE SAUDE VANDERLI MARIA DE ANDRADE 8 DS",7759,1565,0.2
"349","AL","270430","MACEIÓ",3413683,"UNIDADE DE SAUDE DA FAMILIA JOSE BERNARDES NETO ABC 4 DS",3155,816,0.26
"350","AL","270430","MACEIÓ",3741141,"UNIDADE DE SAUDE DR HELVIO AUTO 2 DS",6849,1035,0.15
"351","AL","270430","MACEIÓ",2005654,"CENTRO DE SAUDE DO FEITOSA CS PAULO LEAL 5 DS",4257,1037,0.24
"352","AL","270430","MACEIÓ",2009714,"PSF PESCARIA 8 DS",3628,844,0.23
"353","AL","270450","MARAGOGI",2722666,"USF AMBROZINA SALES",5079,1717,0.34
"354","AL","270450","MARAGOGI",2722690,"USF DR ARSENIO COSTA",5022,1653,0.33
"355","AL","270460","MARAVILHA",6705766,"USF URBANO II",3004,1323,0.44
"356","AL","270470","MARECHAL DEODORO",3028747,"UNIDADE DE SAUDE DA FAMILIA BARRO VERMELHO",3291,737,0.22
"357","AL","270470","MARECHAL DEODORO",2007851,"UNIDADE DE SAUDE DA FAMILIA FRANCES",3473,559,0.16
"358","AL","270470","MARECHAL DEODORO",5992516,"UNIDADE DE SAUDE DA FAMILIA RUA NOVA MASSAGUEIRA II",4438,1261,0.28
"359","AL","270480","MARIBONDO",2007452,"USF I EURICO JUVI",3342,1035,0.31
"360","AL","270520","MESSIAS",2719401,"CENTRO DE SAUDE ALEX GUIMARAES",3825,1417,0.37
"361","AL","270550","MURICI",2010410,"USF 5 DE JULHO",2296,513,0.22
"362","AL","270560","NOVO LINO",2721805,"ESF 3 MARIA JOAQUINA",3322,1382,0.42
"363","AL","270570","OLHO D'ÁGUA DAS FLORES",9160604,"UBS SAGRADA FAMILIA",3606,1163,0.32
"364","AL","270570","OLHO D'ÁGUA DAS FLORES",3905578,"UBS CECILIA FARIAS SILVA",1480,751,0.51
"365","AL","270580","OLHO D'ÁGUA DO CASADO",2008297,"UNIDADE BASICA DE SAUDE ALTO DA BOA VISTA",1736,894,0.51
"366","AL","270630","PALMEIRA DOS ÍNDIOS",3650197,"USF SALGADA",3534,1358,0.38
"367","AL","270640","PÃO DE AÇÚCAR",2719274,"ESF 3 UNIDADE DE SAUDE DE JACAREZINHO",1928,881,0.46
"368","AL","270640","PÃO DE AÇÚCAR",2719282,"ESF 5 EQUIPE DE SAUDE DA FAMILIA DO JAPAO PSF V",2025,1077,0.53
"369","AL","270642","PARICONHA",2008386,"UNIDADE BASICA DE SAUDE DE CARAIBEIRAS",1105,414,0.37
"370","AL","270650","PASSO DE CAMARAGIBE",2008335,"UNIDADE BASICA DE SAUDE PAULO S DOS SANTOS BOM DESPACHO",2170,938,0.43
"371","AL","270650","PASSO DE CAMARAGIBE",2011123,"UNIDADE BASICA DE SAUDE SEVERINO CARLOS CORREIA MARANHAO",1479,533,0.36
"372","AL","270660","PAULO JACINTO",2719525,"UNIDADE BASICA DE SAUDE MARIO LEANDRO DA COSTA",2518,867,0.34
"373","AL","270670","PENEDO",2003635,"USF CAPELA",2481,1001,0.4
"374","AL","270670","PENEDO",2003678,"USF COOPERATIVA I",2917,1122,0.38
"375","AL","270670","PENEDO",5994888,"ESF GABRIEL 05",3022,517,0.17
"376","AL","270690","PILAR",2007665,"USF ARISTIDES BELARMINO",3529,925,0.26
"377","AL","270710","PIRANHAS",7799705,"UBS AUDALIO BRASILIANO",4669,1446,0.31
"378","AL","270720","POÇO DAS TRINCHEIRAS",2007509,"POSTO DE SAUDE VEREADOR EVERALDO AQUINO SILVA",2320,1289,0.56
"379","AL","270730","PORTO CALVO",6002897,"UBS MANGAZALA",3211,1338,0.42
"380","AL","270750","PORTO REAL DO COLÉGIO",2008807,"ESF PAU DE FACEIRA",1196,535,0.45
"381","AL","270750","PORTO REAL DO COLÉGIO",7370318,"UNIDADE BASICA DE SAUDE JOSE GERALDO DOS SANTOS PEREIRA",2632,1141,0.43
"382","AL","270750","PORTO REAL DO COLÉGIO",2008815,"ESF BARRA DO ITIUBA",2112,927,0.44
"383","AL","270750","PORTO REAL DO COLÉGIO",40002,"UBS SALOMEZINHO",1317,597,0.45
"384","AL","270760","QUEBRANGULO",6459102,"UNIDADE DE SAUDE DA FAMILIA ROSIVAL DE ARAUJO MEDEIROS",5965,2341,0.39
"385","AL","270770","RIO LARGO",2722046,"USF HUDSON FERREIRA DA SILVA",2686,727,0.27
"386","AL","270810","SANTANA DO MUNDAÚ",2719541,"CENTRO DE SAUDE DE SANTANA DO MUNDAU",2927,1155,0.39
"387","AL","270810","SANTANA DO MUNDAÚ",2720531,"CENTRO DE SAUDE DE MUNGUBA",2396,1007,0.42
"388","AL","270840","SÃO JOSÉ DA TAPERA",7496044,"PSF XIII",2808,1095,0.39
"389","AL","270840","SÃO JOSÉ DA TAPERA",6461689,"USF NOSSA SENHORA DO BOM PARTO",3127,1054,0.34
"390","AL","270860","SÃO MIGUEL DOS CAMPOS",2010224,"UNIDADE BASICA DE SAUDE DONA FLORACI SOARES DOS SANTOS",2722,680,0.25
"391","AL","270900","TANQUE D'ARCA",5933838,"UNIDADE DE SAUDE DA FAMILIA LUCILA FONSECA",1696,792,0.47
"392","AL","270900","TANQUE D'ARCA",2004437,"UNIDADE BASICA DE SAUDE MARIZA TAVARES",3722,1338,0.36
"393","AL","270910","TAQUARANA",2009366,"USF LUIZ JOSE DA SILVA",1792,654,0.36
"394","AL","270920","TRAIPU",2721341,"USF VILA SAO JOSE",2835,1201,0.42
"395","AL","270920","TRAIPU",2721368,"USF VILA SANTO ANTONIO",2276,917,0.4
"396","AL","270920","TRAIPU",6021778,"USF 13 DE MAIO",2966,849,0.29
"397","AL","270930","UNIÃO DOS PALMARES",2004631,"UNIDADE DE SAUDE DA FAMILIA DE VARZEA GRANDE",3893,1569,0.4
"398","AL","270930","UNIÃO DOS PALMARES",2004623,"UNIDADE DE SAUDE DA FAMILIA TEREZA ROMANA",3278,1361,0.42
"399","AL","270940","VIÇOSA",9399968,"USB DR JOSE MARIA DE MELO",2236,823,0.37
"400","AL","270010","ÁGUA BRANCA",2008599,"POSTO DE SAUDE QUIXABEIRA",2724,1394,0.51
"401","AL","270020","ANADIA",2007940,"USF JOAQUINA BEZERRA DA COSTA",2714,744,0.27
"402","AL","270020","ANADIA",6363407,"USF SERTAOZINHO",2302,637,0.28
"403","AL","270030","ARAPIRACA",2004828,"UBS CANAFISTULA",10532,2469,0.23
"404","AL","270030","ARAPIRACA",2004887,"UBS PRIMAVERA",7356,1487,0.2
"405","AL","270030","ARAPIRACA",2005948,"UBS PAU DARCO",5193,1496,0.29
"406","AL","270030","ARAPIRACA",2695812,"UBS EDLER LINS ZELIA BARBOSA",5094,1070,0.21
"407","AL","270030","ARAPIRACA",2005174,"UBS BAIXA DA ONCA",3226,729,0.23
"408","AL","270030","ARAPIRACA",7851464,"UBS NILO COELHO",3545,741,0.21
"409","AL","270040","ATALAIA",2008033,"UNIDADE SAUDE DA FAMILIA BOCA DA MATA",3718,1434,0.39
"410","AL","270040","ATALAIA",2011638,"UNIDADE SAUDE DA FAMILIA NOVA OLINDA",1814,757,0.42
"411","AL","270040","ATALAIA",2008092,"UNIDADE SAUDE DA FAMILIA OLHOS DAGUA",3530,1565,0.44
"412","AL","270040","ATALAIA",2008114,"UNIDADE SAUDE DA FAMILIA DOS ALTOS",2592,1143,0.44
"413","AL","270100","BOCA DA MATA",2009498,"UBS JOSE PALMEIRA FILHO PALMEIRINHA",1304,511,0.39
"414","AL","270100","BOCA DA MATA",2009455,"UBS BERNADETE LEITE MUTIRAO",2721,1043,0.38
"415","AL","270100","BOCA DA MATA",2009463,"UBS PERI PERI",1537,467,0.3
"416","AL","270110","BRANQUINHA",3878376,"POSTO DE SAUDE CONJUNTO JOAO LYRA",2750,1057,0.38
"417","AL","270120","CACIMBINHAS",2003996,"UNIDADE DE SAUDE DA FAMILIA LUIZ IZIDORO LOPES",2192,1004,0.46
"418","AL","270120","CACIMBINHAS",6132863,"UNIDADE DE SAUDE DA FAMILIA GENESIO TEODORO DE MENEZES",2510,1108,0.44
"419","AL","270120","CACIMBINHAS",6703763,"UNIDADE DE SAUDE DA FAMILIA GILZA CAVALCANTI DUARTE",2651,782,0.29
"420","AL","270130","CAJUEIRO",2007215,"POSTO MEDICO ASSOC DOS ROMEIROS PSF",1708,697,0.41
"421","AL","270140","CAMPO ALEGRE",7311656,"UBS 11 FRANCISCO BATISTA DOS SANTOS",2351,944,0.4
"422","AL","270150","CAMPO GRANDE",2719452,"CENTRO DE SAUDE DE CAMPO GRANDE",5574,2664,0.48
"423","AL","270160","CANAPI",9930051,"ESF CENTRO",2920,1408,0.48
"424","AL","270160","CANAPI",2793989,"POSTO DE SAUDE QUEIMADA REDONDA",2341,1213,0.52
"425","AL","270160","CANAPI",2793954,"POSTO DE SAUDE DE CACHOEIRA VELHA",2350,1241,0.53
"426","AL","270160","CANAPI",2793962,"POSTO DE SAUDE DE FORQUILHA",2381,1145,0.48
"427","AL","270170","CAPELA",2719061,"PSF 006",1447,556,0.38
"428","AL","270170","CAPELA",2719088,"PSF 007",2927,1030,0.35
"429","AL","270180","CARNEIROS",9183973,"UBS JOSIAS VIANA DE OLIVEIRA",2974,1430,0.48
"430","AL","270180","CARNEIROS",2011727,"UNIDADE DE SAUDE AGENOR RODRIGUES DOS ANJOS",2129,1080,0.51
"431","AL","270190","CHÃ PRETA",2004313,"POSTO DE SAUDE RECANTO",2242,969,0.43
"432","AL","270210","COLÔNIA LEOPOLDINA",2719134,"AMBULATORIO DANIEL MONTEIRO DA CRUZ",852,350,0.41
"433","AL","270220","COQUEIRO SECO",2720795,"UBS JOSE GOMES DA SILVA",2994,831,0.28
"434","AL","270230","CORURIPE",2005476,"USF VASSOURAS GERALDO GOUVEIA",3813,1097,0.29
"435","AL","270235","CRAÍBAS",3457176,"UNIDADE BASICA DE SAUDE ELENITA MENDES",936,522,0.56
"436","AL","270240","DELMIRO GOUVEIA",2816806,"UNIDADE BASICA DE SAUDE M FRANCISCA DAS VIRGENS",3924,1442,0.37
"437","AL","270240","DELMIRO GOUVEIA",6603459,"USB EURIDICE MIRANDA MOREIRA",5936,1615,0.27
"438","AL","270255","ESTRELA DE ALAGOAS",2003449,"UNIDADE DE SAUDE DA FAMILIA IMPOEIRAS",2482,924,0.37
"439","AL","270255","ESTRELA DE ALAGOAS",3771210,"UNIDADE DE SAUDE DA FAMILIA ANTONIO GARROTE DA SILVA",2249,771,0.34
"440","AL","270260","FEIRA GRANDE",2720914,"UNIDADE DE SAUDE DA FAMILIA MUMBACA",2409,1134,0.47
"441","AL","270280","FLEXEIRAS",2010860,"2010860 USF 04 C S CLIMERIO W SARMENTO",2653,1008,0.38
"442","AL","270310","IGACI",2007541,"UNIDADE DE SAUDE DA FAMILIA SANTO ANTONIO",1932,917,0.47
"443","AL","270310","IGACI",2007533,"CENTRO DE SAUDE JOAO DE LIMA ACIOLI",3792,1352,0.36
"444","AL","270320","IGREJA NOVA",2719495,"ESF 06 CENTRO DE SAUDE DE IGREJA NOVA",2608,887,0.34
"445","AL","270320","IGREJA NOVA",2720833,"ESF 04 CENTRO DE SAUDE CHINARE",1940,789,0.41
"446","AL","270370","JARAMATAIA",2720345,"POSTO DE SAUDE CAMPO ALEGRE",1459,592,0.41
"447","AL","270380","JOAQUIM GOMES",2720159,"PSF DA CASAL",3042,1268,0.42
"448","AL","270380","JOAQUIM GOMES",2720167,"PSF FELIZ DESERTO",1902,740,0.39
"449","AL","270380","JOAQUIM GOMES",3467627,"PSF ASPLANA",3912,1566,0.4
"450","AL","270380","JOAQUIM GOMES",2009269,"POSTO DE SAUDE DA FAMILIA CACIMBAS",2470,802,0.32
"451","AL","270380","JOAQUIM GOMES",2720175,"PSF USINA AGRISA",1923,785,0.41
"452","AL","270400","JUNQUEIRO",2721163,"UNIDADE BASICADE SAUDE DA FAMILIA RIACHAO",2379,1049,0.44
"453","AL","270400","JUNQUEIRO",3456781,"UNIDADE BASICA DE SAUDE DA FAMILIA MUTIRAO",2713,936,0.35
"454","AL","270420","LIMOEIRO DE ANADIA",2720973,"UNIDADE DE SAUDE DA FAMILIA PE LEVE",5407,1894,0.35
"455","AL","270420","LIMOEIRO DE ANADIA",7775393,"ESF MAMOEIRO",2586,1092,0.42
"456","AL","270420","LIMOEIRO DE ANADIA",2720728,"UNIDADE DE SAUDE DA FAMILIA GENIPAPO",2860,1132,0.4
"457","AL","270430","MACEIÓ",2005689,"UNIDADE DE SAUDE DA FAMILIA JOSE ARAUJO SILVA 5 DS",11218,2359,0.21
"458","AL","270430","MACEIÓ",6250629,"CASA DE CUSTODIA DA CAPITAL",94,14,0.15
"459","AL","270430","MACEIÓ",3413667,"UNIDADE DE SAUDE DA FAMILIA VEREADOR SERGIO QUINTELLA 7 DS",15491,2684,0.17
"460","AL","270430","MACEIÓ",2005794,"US DA FAMILIA SELMA BANDEIRA 6 DS",10015,3177,0.32
"461","AL","270430","MACEIÓ",2005735,"UNIDADE BASICA DE SAUDE GRACILIANO RAMOS 7 DS",12199,1626,0.13
"462","AL","270430","MACEIÓ",2005808,"UNIDADE DO PSF VALE DO PITANGUINHA 3 DS",8412,1484,0.18
"463","AL","270430","MACEIÓ",2005875,"CAIC DR JOSE MARIA DE MELO CAIC BENEDITO BENTES II 6 DS",6963,1838,0.26
"464","AL","270430","MACEIÓ",9307338,"UNID DE SAUDE DA FAMILIA SAO VICENTE DE PAULA 3 DS",4593,536,0.12
"465","AL","270430","MACEIÓ",2005751,"UNIDADE DE SAUDE DA FAMILIA NOVO MUNDO 5 DS",7630,1270,0.17
"466","AL","270430","MACEIÓ",2009838,"C S TARCISIO PALMEIRA PSF PONTAL 2 DS",3473,611,0.18
